THE INSTRUMENT SUITE — record-level backfill over the banked corpus (20260907; descriptive; 647 rows; 27s)
kind | campaign | arm | suffix | eval | set | t | k | cell | ema | n | cold | g50 (width) [in 17-35] | P(cold|r0) | yield | fe med/p90 (step1) | viol on fail | valid-wrong | rho | b1 | r_i median | k50/k90 | rescue 1/any | AUC | spurious | t1r@k / verified@k | majority@k
full | sport3a | A4 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 99.80 | - (-) [no] | 98.7 | 100.0 | 0/0 (100.0) | 3.0 | 0.000 | 99.8 | - | - | 0/0 | -/0.0 | - | - | - / 99.8 | -
full | sport3a | A4 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 94.73 | - (-) [no] | 97.4 | 94.3 | 0/2 (77.4) | 3.1 | 0.000 | 94.7 | - | - | 0/0 | -/0.0 | - | - | - / 94.7 | -
full | sport3a | A4 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 9.18 | 32.4 (12.8) [yes] | 35.5 | 4.6 | 13/42 (0.0) | 29.4 | 0.000 | 26.6 | - | - | 1/8 | -/19.1 | - | - | - / 26.6 | -
full | sport3a | A4 |  | strat_t6 | strat512 | 6 | 7 | rg | None | 512 | 1.37 | 31.2 (1.0) [yes] | 9.2 | 0.0 | 2/3 (0.0) | 34.1 | 0.000 | 1.4 | - | - | 0/0 | -/0.0 | - | - | - / - | -
full | sport3a | A4 |  | strat_t64 | strat512 | 64 | 14 | rg | None | 512 | 7.42 | 35.0 (16.3) [no] | 28.9 | 3.7 | 13/24 (0.0) | 30.1 | 0.000 | 24.0 | - | - | 2/9 | -/17.9 | - | - | - / - | -
full | sport3a | A4 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 1.56 | 46.7 (22.7) [no] | 0.0 | 2.0 | 12/22 (0.0) | 31.2 | 0.000 | 1.6 | - | - | 0/0 | -/0.0 | - | - | - / 1.6 | -
full | sport3a | A4s1 |  | full_t6 | full | 6 | 1 | rg | None | 422786 | 2.35 | 30.5 (1.4) [yes] | 16.3 | 0.0 | 2/3 (0.0) | 32.8 | 0.000 | 2.4 | - | - | 0/0 | -/0.0 | - | - | - / 2.4 | -
full | sport3a | A4s1 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 21.20 | 30.2 (15.8) [yes] | 88.7 | 9.8 | 17/36 (0.0) | 12.4 | 0.000 | 21.2 | - | - | 0/0 | -/0.0 | - | - | - / 21.2 | -
full | sport3a | A4s1 |  | full_t64_valbest | full | 64 | 1 | rg | None | 422786 | 16.59 | 29.8 (11.4) [yes] | 75.7 | 6.6 | 24/45 (0.0) | 10.2 | 0.000 | 16.6 | - | - | 0/0 | -/0.0 | - | - | - / 16.6 | -
full | sport3a | A4s1 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 99.61 | - (-) [no] | 100.0 | 99.5 | 0/0 (100.0) | 3.0 | 0.000 | 99.6 | - | - | 0/0 | -/0.0 | - | - | - / 99.6 | -
full | sport3a | A4s1 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (94.9) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sport3a | A4s1 |  | strat_t256 | strat512 | 256 | 15 | rg | None | 512 | 26.17 | 32.1 (28.3) [yes] | 92.1 | 14.7 | 19/77 (0.0) | 7.4 | 0.000 | 37.1 | - | - | 0/5 | -/14.8 | - | - | - / - | -
full | sport3a | A4s1 |  | strat_t6 | strat512 | 6 | 2 | rg | None | 512 | 1.37 | 31.2 (1.0) [yes] | 9.2 | 0.0 | 2/3 (0.0) | 32.5 | 0.000 | 1.4 | - | - | 0/0 | -/0.0 | - | - | - / 1.4 | -
full | sport3a | A4s1 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 22.66 | 31.6 (21.9) [yes] | 89.5 | 11.0 | 17/39 (0.0) | 12.8 | 0.000 | 30.9 | - | - | 0/4 | -/10.6 | - | - | - / 30.9 | -
full | sport3a | A4s1 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 14.06 | - (-) [no] | 20.0 | 12.2 | 19/32 (0.0) | 13.2 | 0.000 | 14.1 | - | - | 0/0 | -/0.0 | - | - | - / 14.1 | -
full | sport3a | A5 |  | full_t6 | full | 6 | 1 | rg | None | 422786 | 2.35 | 30.7 (1.6) [yes] | 16.2 | 0.0 | 3/4 (0.0) | 36.9 | 0.000 | 2.3 | - | - | 0/0 | -/0.0 | - | - | - / 2.3 | -
full | sport3a | A5 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 13.50 | 29.7 (9.5) [yes] | 64.4 | 4.9 | 18/39 (0.0) | 36.4 | 0.000 | 13.5 | - | - | 0/0 | -/0.0 | - | - | - / 13.5 | -
full | sport3a | A5 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (99.8) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sport3a | A5 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (94.9) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sport3a | A5 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 14.26 | 31.1 (13.4) [yes] | 64.5 | 5.5 | 21/80 (0.0) | 35.8 | 0.000 | 18.0 | - | - | 0/11 | -/4.3 | - | - | - / 18.0 | -
full | sport3a | A5 |  | strat_t6 | strat512 | 6 | 2 | rg | None | 512 | 1.37 | 31.2 (1.0) [yes] | 9.2 | 0.0 | 3/3 (0.0) | 36.0 | 0.000 | 1.4 | - | - | 0/0 | -/0.0 | - | - | - / 1.4 | -
full | sport3a | A5 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 12.30 | 31.3 (12.6) [yes] | 59.2 | 4.1 | 18/34 (0.0) | 35.2 | 0.000 | 15.4 | - | - | 0/12 | -/3.6 | - | - | - / 15.4 | -
full | sport3a | A5 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 10.94 | - (-) [no] | 20.0 | 8.2 | 21/33 (0.0) | 38.4 | 0.000 | 10.9 | - | - | 0/0 | -/0.0 | - | - | - / 10.9 | -
full | sport3a | A5s1 |  | full_t6 | full | 6 | 1 | rg | None | 422786 | 2.32 | 31.0 (2.1) [yes] | 16.1 | 0.0 | 3/4 (0.0) | 36.5 | 0.000 | 2.3 | - | - | 0/0 | -/0.0 | - | - | - / 2.3 | -
full | sport3a | A5s1 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 6.37 | 30.2 (6.6) [yes] | 36.2 | 1.3 | 18/46 (0.0) | 30.1 | 0.000 | 6.4 | - | - | 0/0 | -/0.0 | - | - | - / 6.4 | -
full | sport3a | A5s1 |  | full_t64_valbest | full | 64 | 1 | rg | None | 422786 | 5.43 | 30.3 (6.1) [yes] | 32.1 | 0.9 | 17/47 (0.0) | 32.0 | 0.000 | 5.4 | - | - | 0/0 | -/0.0 | - | - | - / 5.4 | -
full | sport3a | A5s1 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 99.02 | 14.9 (8.7) [no] | 98.7 | 99.1 | 0/0 (95.3) | 5.4 | 0.000 | 99.0 | - | - | 0/0 | -/0.0 | - | - | - / 99.0 | -
full | sport3a | A5s1 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (99.4) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sport3a | A5s1 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 7.42 | 30.4 (7.6) [yes] | 38.2 | 2.1 | 25/91 (0.0) | 29.4 | 0.000 | 9.8 | - | - | 0/2 | -/2.5 | - | - | - / 9.8 | -
full | sport3a | A5s1 |  | strat_t6 | strat512 | 6 | 1 | rg | None | 512 | 1.37 | 31.2 (1.0) [yes] | 9.2 | 0.0 | 3/3 (0.0) | 35.8 | 0.000 | 1.4 | - | - | 0/0 | -/0.0 | - | - | - / 1.4 | -
full | sport3a | A5s1 |  | strat_t64 | strat512 | 64 | 8 | rg | None | 512 | 5.86 | 30.4 (6.7) [yes] | 32.9 | 1.1 | 20/39 (0.0) | 29.5 | 0.000 | 7.8 | - | - | 0/4 | -/2.1 | - | - | - / 7.8 | -
full | sport3a | A5s1 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 6.25 | - (-) [no] | 13.3 | 4.1 | 35/48 (0.0) | 31.7 | 0.000 | 6.2 | - | - | 0/0 | -/0.0 | - | - | - / 6.2 | -
full | sport3a | A6 |  | full_t6 | full | 6 | 1 | rg | None | 422786 | 2.41 | 30.6 (2.6) [yes] | 16.6 | 0.0 | 2/3 (0.0) | 35.5 | 0.000 | 2.4 | - | - | 0/0 | -/0.0 | - | - | - / 2.4 | -
full | sport3a | A6 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 11.09 | 30.5 (9.8) [yes] | 55.2 | 3.6 | 10/17 (0.0) | 30.0 | 0.001 | 11.1 | - | - | 0/0 | -/0.0 | - | - | - / 11.1 | -
full | sport3a | A6 |  | full_t64_valbest | full | 64 | 1 | rg | None | 422786 | 10.44 | 30.4 (9.3) [yes] | 51.9 | 3.4 | 11/18 (0.0) | 29.9 | 0.000 | 10.4 | - | - | 0/0 | -/0.0 | - | - | - / 10.4 | -
full | sport3a | A6 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sport3a | A6 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sport3a | A6 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 10.55 | 30.4 (9.4) [yes] | 47.4 | 4.1 | 10/16 (0.0) | 27.3 | 0.000 | 23.8 | - | - | 1/10 | -/14.8 | - | - | - / 23.8 | -
full | sport3a | A6 |  | strat_t6 | strat512 | 6 | 10 | rg | None | 512 | 1.56 | 30.6 (3.0) [yes] | 10.5 | 0.0 | 2/3 (0.0) | 34.9 | 0.000 | 2.0 | - | - | 0/10 | -/0.4 | - | - | - / - | -
full | sport3a | A6 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 10.55 | 30.4 (9.4) [yes] | 47.4 | 4.1 | 10/16 (0.0) | 29.0 | 0.000 | 23.4 | - | - | 1/10 | -/14.4 | - | - | - / 23.4 | -
full | sport3a | A6 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 7.81 | - (-) [no] | 20.0 | 4.1 | 9/17 (0.0) | 32.3 | 0.000 | 7.8 | - | - | 0/0 | -/0.0 | - | - | - / 7.8 | -
full | sport3a | A6s1 |  | full_t6 | full | 6 | 1 | rg | None | 422786 | 2.38 | 30.5 (2.2) [yes] | 16.4 | 0.0 | 2/3 (0.0) | 34.7 | 0.000 | 2.4 | - | - | 0/0 | -/0.0 | - | - | - / 2.4 | -
full | sport3a | A6s1 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 11.78 | 30.2 (9.7) [yes] | 57.3 | 4.1 | 11/22 (0.0) | 23.4 | 0.000 | 11.8 | - | - | 0/0 | -/0.0 | - | - | - / 11.8 | -
full | sport3a | A6s1 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sport3a | A6s1 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sport3a | A6s1 |  | strat_t256 | strat512 | 256 | 14 | rg | None | 512 | 12.70 | 30.7 (11.4) [yes] | 55.3 | 5.3 | 12/23 (0.0) | 18.8 | 0.000 | 24.0 | - | - | 0/9 | -/13.0 | - | - | - / - | -
full | sport3a | A6s1 |  | strat_t6 | strat512 | 6 | 10 | rg | None | 512 | 1.37 | 31.2 (1.0) [yes] | 9.2 | 0.0 | 2/2 (0.0) | 34.0 | 0.000 | 2.0 | - | - | 0/10 | -/0.6 | - | - | - / - | -
full | sport3a | A6s1 |  | strat_t64 | strat512 | 64 | 15 | rg | None | 512 | 12.50 | 30.8 (11.6) [yes] | 55.3 | 5.0 | 12/21 (0.0) | 23.2 | 0.000 | 23.2 | - | - | 0/9 | -/12.3 | - | - | - / - | -
full | sport3a | A6s1 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 10.94 | - (-) [no] | 20.0 | 8.2 | 11/19 (0.0) | 25.4 | 0.000 | 10.9 | - | - | 0/0 | -/0.0 | - | - | - / 10.9 | -
full | sport3a | A7 |  | full_t6 | full | 6 | 1 | rg | None | 422786 | 2.35 | 30.5 (1.6) [yes] | 16.3 | 0.0 | 2/3 (0.0) | 32.1 | 0.000 | 2.4 | - | - | 0/0 | -/0.0 | - | - | - / 2.4 | -
full | sport3a | A7 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 11.18 | 31.8 (12.9) [yes] | 52.4 | 4.2 | 15/30 (0.0) | 29.7 | 0.000 | 11.2 | - | - | 0/0 | -/0.0 | - | - | - / 11.2 | -
full | sport3a | A7 |  | full_t64_valbest | full | 64 | 1 | rg | None | 422786 | 14.87 | 30.2 (11.6) [yes] | 68.4 | 5.8 | 16/31 (0.0) | 31.3 | 0.000 | 14.9 | - | - | 0/0 | -/0.0 | - | - | - / 14.9 | -
full | sport3a | A7 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sport3a | A7 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (98.2) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sport3a | A7 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 15.82 | 31.7 (16.0) [yes] | 64.5 | 7.3 | 15/43 (0.0) | 30.1 | 0.000 | 20.9 | - | - | 0/8 | -/6.0 | - | - | - / 20.9 | -
full | sport3a | A7 |  | strat_t6 | strat512 | 6 | 4 | rg | None | 512 | 1.37 | 31.2 (1.0) [yes] | 9.2 | 0.0 | 2/3 (0.0) | 32.0 | 0.000 | 1.4 | - | - | 0/0 | -/0.0 | - | - | - / 1.4 | -
full | sport3a | A7 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 11.13 | 31.4 (12.1) [yes] | 43.4 | 5.5 | 14/34 (0.0) | 29.3 | 0.000 | 16.6 | - | - | 0/13 | -/6.2 | - | - | - / 16.6 | -
full | sport3a | A7 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 3.12 | 122.2 (124.5) [no] | 0.0 | 4.1 | 18/27 (0.0) | 29.2 | 0.000 | 3.1 | - | - | 0/0 | -/0.0 | - | - | - / 3.1 | -
full | sport3a | A7s1 |  | full_t6 | full | 6 | 1 | rg | None | 422786 | 2.35 | 30.7 (1.7) [yes] | 16.2 | 0.0 | 2/3 (0.0) | 32.4 | 0.000 | 2.3 | - | - | 0/0 | -/0.0 | - | - | - / 2.3 | -
full | sport3a | A7s1 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 20.18 | 29.6 (13.2) [yes] | 88.6 | 8.6 | 16/33 (0.0) | 26.5 | 0.000 | 20.2 | - | - | 0/0 | -/0.0 | - | - | - / 20.2 | -
full | sport3a | A7s1 |  | full_t64_valbest | full | 64 | 1 | rg | None | 422786 | 19.97 | 29.5 (12.4) [yes] | 87.4 | 8.6 | 16/34 (0.0) | 24.8 | 0.000 | 20.0 | - | - | 0/0 | -/0.0 | - | - | - / 20.0 | -
full | sport3a | A7s1 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 86.52 | -3.9 (68.6) [no] | 97.4 | 84.6 | 0/0 (100.0) | 4.1 | 0.000 | 86.5 | - | - | 0/0 | -/0.0 | - | - | - / 86.5 | -
full | sport3a | A7s1 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (94.3) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sport3a | A7s1 |  | strat_t256 | strat512 | 256 | 15 | rg | None | 512 | 20.12 | 31.7 (19.9) [yes] | 82.9 | 9.2 | 16/59 (0.0) | 22.7 | 0.000 | 27.3 | - | - | 0/5 | -/9.0 | - | - | - / - | -
full | sport3a | A7s1 |  | strat_t6 | strat512 | 6 | 2 | rg | None | 512 | 1.37 | 31.2 (1.0) [yes] | 9.2 | 0.0 | 3/3 (0.0) | 32.1 | 0.000 | 1.4 | - | - | 0/0 | -/0.0 | - | - | - / 1.4 | -
full | sport3a | A7s1 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 21.29 | 30.2 (15.7) [yes] | 92.1 | 8.9 | 16/36 (0.0) | 26.5 | 0.000 | 24.8 | - | - | 0/2 | -/4.5 | - | - | - / 24.8 | -
full | sport3a | A7s1 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 10.94 | - (-) [no] | 13.3 | 10.2 | 19/25 (0.0) | 27.0 | 0.000 | 10.9 | - | - | 0/0 | -/0.0 | - | - | - / 10.9 | -
full | sport3a | A8 |  | full_t6 | full | 6 | 1 | rg | None | 422786 | 2.24 | 31.5 (3.1) [yes] | 15.5 | 0.0 | 2/3 (0.0) | 31.7 | 0.000 | 2.2 | - | - | 0/0 | -/0.0 | - | - | - / 2.2 | -
full | sport3a | A8 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 0.03 | 64.9 (21.1) [no] | 0.1 | 0.0 | 10/19 (0.0) | 38.6 | 0.000 | 0.0 | - | - | 0/0 | -/0.0 | - | - | - / 0.0 | -
full | sport3a | A8 |  | full_t64_valbest | full | 64 | 1 | rg | None | 422786 | 10.73 | 35.0 (19.5) [yes] | 47.1 | 4.6 | 17/36 (0.0) | 25.4 | 0.000 | 10.7 | - | - | 0/0 | -/0.0 | - | - | - / 10.7 | -
full | sport3a | A8 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 45.51 | - (-) [no] | 57.9 | 43.3 | 0/0 (99.8) | 4.9 | 0.000 | 45.5 | - | - | 0/0 | -/0.0 | - | - | - / 45.5 | -
full | sport3a | A8 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 26.95 | - (-) [no] | 34.2 | 25.7 | 0/0 (99.4) | 6.1 | 0.000 | 27.0 | - | - | 0/0 | -/0.0 | - | - | - / 27.0 | -
full | sport3a | A8 |  | strat_t256 | strat512 | 256 | 1 | rg | None | 512 | 0.00 | - (-) [no] | 0.0 | 0.0 | 10/20 (0.0) | 39.7 | 0.000 | 0.0 | - | - | None/None | -/0.0 | - | - | - / 0.0 | -
full | sport3a | A8 |  | strat_t6 | strat512 | 6 | 1 | rg | None | 512 | 1.37 | 31.2 (1.0) [yes] | 9.2 | 0.0 | 2/2 (0.0) | 31.6 | 0.000 | 1.4 | - | - | 0/0 | -/0.0 | - | - | - / 1.4 | -
full | sport3a | A8 |  | strat_t64 | strat512 | 64 | 15 | rg | None | 512 | 0.00 | - (-) [no] | 0.0 | 0.0 | 10/15 (0.0) | 38.3 | 0.000 | 0.8 | - | - | 15/15 | -/0.8 | - | - | - / - | -
full | sport3a | A8 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 0.00 | - (-) [no] | 0.0 | 0.0 | 12/27 (0.0) | 39.1 | 0.000 | 0.0 | - | - | None/None | -/0.0 | - | - | - / 0.0 | -
full | sport3a | A9 |  | full_t6 | full | 6 | 1 | rg | None | 422786 | 2.32 | 31.0 (2.4) [yes] | 16.1 | 0.0 | 2/3 (0.0) | 31.4 | 0.000 | 2.3 | - | - | 0/0 | -/0.0 | - | - | - / 2.3 | -
full | sport3a | A9 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 2.79 | 37.2 (13.8) [no] | 12.9 | 1.1 | 13/41 (0.0) | 23.8 | 0.000 | 2.8 | - | - | 0/0 | -/0.0 | - | - | - / 2.8 | -
full | sport3a | A9 |  | full_t64_valbest | full | 64 | 1 | rg | None | 422786 | 15.46 | 29.5 (10.0) [yes] | 69.4 | 6.3 | 17/35 (0.0) | 27.9 | 0.000 | 15.5 | - | - | 0/0 | -/0.0 | - | - | - / 15.5 | -
full | sport3a | A9 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 10.35 | 34.3 (17.6) [yes] | 14.5 | 9.6 | 0/1 (68.6) | 8.4 | 0.000 | 10.4 | - | - | 0/0 | -/0.0 | - | - | - / 10.4 | -
full | sport3a | A9 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sport3a | A9 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 2.73 | 37.2 (13.9) [no] | 11.8 | 1.1 | 18/136 (0.0) | 22.4 | 0.000 | 18.9 | - | - | 3/13 | -/16.7 | - | - | - / 18.9 | -
full | sport3a | A9 |  | strat_t6 | strat512 | 6 | 3 | rg | None | 512 | 1.56 | 31.4 (3.8) [yes] | 10.5 | 0.0 | 2/4 (0.0) | 31.3 | 0.000 | 1.6 | - | - | 0/0 | -/0.0 | - | - | - / - | -
full | sport3a | A9 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 3.32 | 36.8 (14.2) [no] | 13.2 | 1.6 | 13/42 (0.0) | 23.9 | 0.000 | 18.9 | - | - | 3/12 | -/16.2 | - | - | - / 18.9 | -
full | sport3a | A9 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 0.00 | - (-) [no] | 0.0 | 0.0 | 13/44 (0.0) | 24.1 | 0.000 | 0.0 | - | - | None/None | -/0.0 | - | - | - / 0.0 | -
full | sport3a | A9s1 |  | full_t6 | full | 6 | 1 | rg | None | 422786 | 2.34 | 30.9 (2.1) [yes] | 16.2 | 0.0 | 2/3 (0.0) | 31.5 | 0.000 | 2.3 | - | - | 0/0 | -/0.0 | - | - | - / 2.3 | -
full | sport3a | A9s1 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 5.51 | 36.6 (16.7) [no] | 23.1 | 2.5 | 14/45 (0.0) | 16.8 | 0.000 | 5.5 | - | - | 0/0 | -/0.0 | - | - | - / 5.5 | -
full | sport3a | A9s1 |  | full_t64_valbest | full | 64 | 1 | rg | None | 422786 | 13.18 | 31.4 (13.4) [yes] | 57.5 | 5.7 | 14/37 (0.0) | 23.5 | 0.000 | 13.2 | - | - | 0/0 | -/0.0 | - | - | - / 13.2 | -
full | sport3a | A9s1 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (99.8) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sport3a | A9s1 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sport3a | A9s1 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 5.66 | 39.2 (21.2) [no] | 21.1 | 3.0 | 18/125 (0.0) | 15.9 | 0.000 | 9.6 | - | - | 0/12 | -/4.1 | - | - | - / 9.6 | -
full | sport3a | A9s1 |  | strat_t6 | strat512 | 6 | 1 | rg | None | 512 | 1.37 | 31.2 (1.0) [yes] | 9.2 | 0.0 | 2/3 (0.0) | 31.3 | 0.000 | 1.4 | - | - | 0/0 | -/0.0 | - | - | - / 1.4 | -
full | sport3a | A9s1 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 4.49 | 34.8 (12.8) [yes] | 13.2 | 3.0 | 14/35 (0.0) | 16.9 | 0.000 | 8.2 | - | - | 0/13 | -/3.9 | - | - | - / 8.2 | -
full | sport3a | A9s1 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 4.69 | 43.6 (26.8) [no] | 0.0 | 6.1 | 15/30 (0.0) | 16.8 | 0.000 | 4.7 | - | - | 0/0 | -/0.0 | - | - | - / 4.7 | -
full | sportB | B1 |  | full_t6 | full | 6 | 1 | rg | None | 422786 | 2.75 | 30.6 (3.8) [yes] | 18.9 | 0.0 | 2/5 (0.0) | 28.8 | 0.000 | 2.8 | - | - | 0/0 | -/0.0 | - | - | - / 2.8 | -
full | sportB | B1 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 23.70 | 29.1 (13.8) [yes] | 77.3 | 14.7 | 10/25 (0.0) | 5.3 | 0.015 | 23.7 | - | - | 0/0 | -/0.0 | - | - | - / 23.7 | -
full | sportB | B1 |  | full_t64_valbest | full | 64 | 1 | rg | None | 422786 | 23.64 | 29.2 (14.0) [yes] | 77.3 | 14.6 | 10/26 (0.0) | 5.2 | 0.034 | 23.6 | - | - | 0/0 | -/0.0 | - | - | - / 23.6 | -
full | sportB | B1 |  | ret_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportB | B1 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (98.2) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportB | B1 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 24.22 | 29.3 (14.8) [yes] | 75.0 | 15.4 | 9/26 (0.0) | 4.2 | 0.195 | 38.1 | - | - | 0/10 | -/18.3 | - | - | - / 38.1 | -
full | sportB | B1 |  | strat_t6 | strat512 | 6 | 16 | rg | None | 512 | 2.34 | 31.1 (5.0) [yes] | 14.5 | 0.2 | 2/5 (0.0) | 28.3 | 0.000 | 3.7 | - | - | 0/14 | -/1.4 | - | - | - / 3.7 | -
full | sportB | B1 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 23.63 | 28.8 (12.4) [yes] | 73.7 | 14.9 | 9/18 (0.0) | 4.9 | 0.000 | 35.7 | - | - | 0/10 | -/15.9 | - | - | - / 35.7 | -
full | sportB | B1 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 18.75 | - (-) [no] | 20.0 | 18.4 | 10/38 (0.0) | 4.9 | 0.000 | 18.8 | - | - | 0/0 | -/0.0 | - | - | - / 18.8 | -
full | sportB | B2 |  | full_t6 | full | 6 | 1 | rg | None | 422786 | 3.03 | 30.6 (4.3) [yes] | 20.7 | 0.0 | 2/5 (0.0) | 29.6 | 0.000 | 3.0 | - | - | 0/0 | -/0.0 | - | - | - / 3.0 | -
full | sportB | B2 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 25.27 | 28.6 (12.6) [yes] | 91.7 | 14.0 | 9/18 (0.0) | 29.9 | 0.000 | 25.3 | - | - | 0/0 | -/0.0 | - | - | - / 25.3 | -
