THE INSTRUMENT SUITE — record-level backfill over the banked corpus (20260907; descriptive; 647 rows; 27s)
kind | campaign | arm | suffix | eval | set | t | k | cell | ema | n | cold | g50 (width) [in 17-35] | P(cold|r0) | yield | fe med/p90 (step1) | viol on fail | valid-wrong | rho | b1 | r_i median | k50/k90 | rescue 1/any | AUC | spurious | t1r@k / verified@k | majority@k
full | sportBr2b | D4 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportBr2b | D4 |  | strat_t256 | strat512 | 256 | 16 | rg | None | 512 | 35.16 | 27.7 (16.9) [yes] | 89.5 | 25.7 | 9/19 (0.0) | 25.4 | 0.000 | 51.4 | - | - | 0/9 | -/25.0 | - | - | - / 51.4 | -
full | sportBr2b | D4 |  | strat_t6 | strat512 | 6 | 16 | rg | None | 512 | 3.91 | 31.0 (6.4) [yes] | 25.0 | 0.2 | 4/5 (0.0) | 23.8 | 0.000 | 5.7 | - | - | 0/13 | -/1.8 | - | - | - / 5.7 | -
full | sportBr2b | D4 |  | strat_t64 | strat512 | 64 | 16 | rg | None | 512 | 34.57 | 27.8 (17.1) [yes] | 88.2 | 25.2 | 8/18 (0.0) | 25.4 | 0.000 | 51.4 | - | - | 0/9 | -/25.7 | - | - | - / 51.4 | -
full | sportBr2b | D4 |  | val_t64 | 64 | 64 | 1 | rg | None | 64 | 28.12 | - (-) [no] | 33.3 | 26.5 | 8/20 (0.0) | 24.0 | 0.000 | 28.1 | - | - | 0/0 | -/0.0 | - | - | - / 28.1 | -
full | sportC0 | P1 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 19.38 | 28.7 (9.5) [yes] | 49.3 | 14.3 | 8/24 (0.0) | 8.2 | 0.090 | 19.4 | - | - | 0/0 | -/0.0 | - | - | - / 19.4 | -
full | sportC0 | P1 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC0 | P2 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 15.62 | 46.8 (55.9) [no] | 31.1 | 13.0 | 9/25 (0.0) | 62.4 | 0.011 | 15.6 | - | - | 0/0 | -/0.0 | - | - | - / 15.6 | -
full | sportC0 | P2 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC0 | P2s1 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 36.22 | 26.8 (11.7) [yes] | 87.3 | 27.6 | 9/24 (0.0) | 23.5 | 0.006 | 36.2 | - | - | 0/0 | -/0.0 | - | - | - / 36.2 | -
full | sportC0 | P2s1 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC0 | P3 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 27.70 | 27.7 (10.2) [yes] | 91.0 | 17.0 | 11/21 (0.0) | 27.0 | 0.003 | 27.7 | - | - | 0/0 | -/0.0 | - | - | - / 27.7 | -
full | sportC0 | P3 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC0 | P3s1 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 37.35 | 26.6 (10.7) [yes] | 84.6 | 29.4 | 9/20 (0.0) | 29.4 | 0.045 | 37.3 | - | - | 0/0 | -/0.0 | - | - | - / 37.3 | -
full | sportC0 | P3s1 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC0 | P5 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 28.09 | 27.8 (11.2) [yes] | 68.1 | 21.3 | 9/30 (0.0) | 9.6 | 0.056 | 28.1 | - | - | 0/0 | -/0.0 | - | - | - / 28.1 | -
full | sportC0 | P5 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC0 | P6 |  | full_t64 | full | 64 | 1 | rg | None | 422786 | 33.40 | 26.6 (8.0) [yes] | 93.1 | 23.3 | 11/19 (0.0) | 28.0 | 0.006 | 33.4 | - | - | 0/0 | -/0.0 | - | - | - / 33.4 | -
full | sportC0 | P6 |  | retfm_t8 | strat512 | 8 | 1 | rg | None | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC1 | A0 |  | full_final_t64 | full | 64 | 1 | rg | False | 422786 | 39.93 | 26.4 (11.8) [yes] | 87.0 | 32.0 | 9/22 (0.0) | 22.8 | 0.008 | 39.9 | - | - | 0/0 | -/0.0 | - | - | - / 39.9 | -
full | sportC1 | A0 |  | full_vsel_t64 | full | 64 | 1 | rg | False | 422786 | 39.93 | 26.4 (11.8) [yes] | 87.0 | 32.0 | 9/22 (0.0) | 22.8 | 0.008 | 39.9 | - | - | 0/0 | -/0.0 | - | - | - / 39.9 | -
full | sportC1 | A0 |  | full_vsel_t64_alt | full | 64 | 1 | rg | True | 422786 | 42.04 | 26.1 (11.0) [yes] | 89.6 | 34.0 | 9/20 (0.0) | 25.8 | 0.003 | 42.0 | - | - | 0/0 | -/0.0 | - | - | - / 42.0 | -
full | sportC1 | A0 |  | retfm_t8 | strat512 | 8 | 1 | rg | False | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC1 | A1 |  | full_vsel_t64 | full | 64 | 1 | rg | False | 422786 | 22.69 | 29.1 (13.0) [yes] | 91.4 | 11.1 | 11/27 (0.0) | 31.5 | 0.004 | 22.7 | - | - | 0/0 | -/0.0 | - | - | - / 22.7 | -
full | sportC1 | A1 |  | full_vsel_t64_alt | full | 64 | 1 | rg | True | 422786 | 22.13 | 30.4 (17.2) [yes] | 97.7 | 9.4 | 11/20 (0.0) | 36.7 | 0.000 | 22.1 | - | - | 0/0 | -/0.0 | - | - | - / 22.1 | -
full | sportC1 | A1 |  | retfm_t8 | strat512 | 8 | 1 | rg | False | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC1 | B0 |  | full_final_t64 | full | 64 | 1 | rg | False | 422786 | 23.40 | 28.1 (9.6) [yes] | 60.5 | 17.1 | 9/23 (0.0) | 46.9 | 0.001 | 23.4 | - | - | 0/0 | -/0.0 | - | - | - / 23.4 | -
full | sportC1 | B0 |  | full_vselA20k_t64_ema | full | 64 | 1 | rg | True | 422786 | 45.42 | 25.7 (12.3) [yes] | 94.0 | 37.2 | 9/22 (0.0) | 19.6 | 0.002 | 45.4 | - | - | 0/0 | -/0.0 | - | - | - / 45.4 | -
full | sportC1 | B0 |  | full_vsel_t64 | full | 64 | 1 | rg | False | 422786 | 42.83 | 26.1 (13.2) [yes] | 89.6 | 34.9 | 10/24 (0.0) | 12.6 | 0.004 | 42.8 | - | - | 0/0 | -/0.0 | - | - | - / 42.8 | -
full | sportC1 | B0 |  | full_vsel_t64_alt | full | 64 | 1 | rg | True | 422786 | 26.28 | 27.8 (9.9) [yes] | 64.9 | 19.8 | 9/22 (0.0) | 30.7 | 0.002 | 26.3 | - | - | 0/0 | -/0.0 | - | - | - / 26.3 | -
full | sportC1 | B0 |  | retfm_t8 | strat512 | 8 | 1 | rg | False | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC1 | B1 |  | full_final_t64 | full | 64 | 1 | rg | False | 422786 | 24.94 | 28.0 (10.2) [yes] | 58.7 | 19.2 | 9/22 (0.0) | 49.7 | 0.741 | 24.9 | - | - | 0/0 | -/0.0 | - | - | - / 24.9 | -
full | sportC1 | B1 |  | full_vsel_t64 | full | 64 | 1 | rg | False | 422786 | 42.71 | 26.1 (12.4) [yes] | 89.2 | 34.8 | 10/23 (0.0) | 11.5 | 0.009 | 42.7 | - | - | 0/0 | -/0.0 | - | - | - / 42.7 | -
full | sportC1 | B1 |  | full_vsel_t64_alt | full | 64 | 1 | rg | True | 422786 | 45.65 | 25.7 (11.8) [yes] | 93.1 | 37.6 | 10/22 (0.0) | 16.0 | 0.001 | 45.7 | - | - | 0/0 | -/0.0 | - | - | - / 45.7 | -
full | sportC1 | B1 |  | retfm_t8 | strat512 | 8 | 1 | rg | False | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC1 | R0 |  | full_final_t64 | full | 64 | 1 | rg | True | 422786 | 37.33 | 27.1 (15.5) [yes] | 90.8 | 28.3 | 12/32 (0.0) | 12.9 | 0.000 | 37.3 | - | - | 0/0 | -/0.0 | - | - | - / 37.3 | -
full | sportC1 | R0 |  | full_vsel_t64 | full | 64 | 1 | rg | True | 422786 | 37.33 | 27.1 (15.5) [yes] | 90.8 | 28.3 | 12/32 (0.0) | 12.9 | 0.000 | 37.3 | - | - | 0/0 | -/0.0 | - | - | - / 37.3 | -
full | sportC1 | R0 |  | full_vsel_t64_alt | full | 64 | 1 | rg | False | 422786 | 34.61 | 27.5 (15.0) [yes] | 87.8 | 25.6 | 12/33 (0.0) | 13.3 | 0.002 | 34.6 | - | - | 0/0 | -/0.0 | - | - | - / 34.6 | -
full | sportC1 | R0 |  | retfm_t8 | strat512 | 8 | 1 | rg | True | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC1 | X0 |  | full_final_t16 | full | 16 | 1 | trm | True | 422786 | 86.03 | 17.0 (19.2) [no] | 99.9 | 83.7 | 1/6 (24.6) | 34.0 | 0.012 | 86.0 | - | - | 0/0 | -/0.0 | - | - | - / 86.0 | -
full | sportC1 | X0 |  | full_vsel_t16 | full | 16 | 1 | trm | True | 422786 | 86.03 | 17.0 (19.2) [no] | 99.9 | 83.7 | 1/6 (24.6) | 34.0 | 0.012 | 86.0 | - | - | 0/0 | -/0.0 | - | - | - / 86.0 | -
full | sportC1 | X0 |  | full_vsel_t16_alt | full | 16 | 1 | trm | False | 422786 | 80.81 | 19.1 (17.8) [yes] | 98.8 | 77.8 | 1/7 (18.2) | 30.0 | 0.047 | 80.8 | - | - | 0/0 | -/0.0 | - | - | - / 80.8 | -
full | sportC1 | X0 |  | full_vsel_t64 | full | 64 | 1 | trm | True | 422786 | 92.81 | 10.3 (25.1) [no] | 99.9 | 91.6 | 1/11 (22.8) | 33.2 | 0.011 | 92.8 | - | - | 0/0 | -/0.0 | - | - | - / 92.8 | -
full | sportC1 | X0n |  | full_final_t16 | full | 16 | 1 | trm | True | 422786 | 64.18 | 23.2 (14.0) [yes] | 98.2 | 58.4 | 1/4 (19.0) | 12.0 | 0.282 | 64.2 | - | - | 0/0 | -/0.0 | - | - | - / 64.2 | -
full | sportC1 | X0n |  | full_vsel_t16 | full | 16 | 1 | trm | True | 422786 | 72.08 | 21.6 (15.7) [yes] | 99.4 | 67.5 | 1/4 (13.6) | 16.1 | 0.138 | 72.1 | - | - | 0/0 | -/0.0 | - | - | - / 72.1 | -
full | sportC1 | X0n |  | full_vsel_t16_alt | full | 16 | 1 | trm | False | 422786 | 63.00 | 23.4 (13.9) [yes] | 96.5 | 57.3 | 1/4 (10.0) | 12.5 | 0.230 | 63.0 | - | - | 0/0 | -/0.0 | - | - | - / 63.0 | -
full | sportC1 | X0n |  | full_vsel_t64 | full | 64 | 1 | trm | True | 422786 | 76.69 | 20.3 (17.3) [yes] | 99.6 | 72.8 | 1/8 (12.8) | 16.0 | 0.187 | 76.7 | - | - | 0/0 | -/0.0 | - | - | - / 76.7 | -
full | sportC2 | R1 |  | full_final_t64 | full | 64 | 1 | rg | False | 422786 | 38.41 | 26.6 (12.1) [yes] | 94.5 | 28.9 | 15/36 (0.0) | 18.9 | 0.000 | 38.4 | - | - | 0/0 | -/0.0 | - | - | - / 38.4 | -
full | sportC2 | R1 |  | full_vsel_t64 | full | 64 | 1 | rg | False | 422786 | 37.56 | 26.7 (11.9) [yes] | 95.4 | 27.8 | 15/35 (0.0) | 22.8 | 0.001 | 37.6 | - | - | 0/0 | -/0.0 | - | - | - / 37.6 | -
full | sportC2 | R1 |  | full_vsel_t64_alt | full | 64 | 1 | rg | True | 422786 | 38.22 | 26.6 (12.1) [yes] | 95.7 | 28.5 | 15/34 (0.0) | 21.7 | 0.000 | 38.2 | - | - | 0/0 | -/0.0 | - | - | - / 38.2 | -
full | sportC2 | R1 |  | retfm_t8 | strat512 | 8 | 1 | rg | False | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC2 | R2 |  | full_final_t64 | full | 64 | 1 | rg | False | 422786 | 30.60 | 27.3 (10.5) [yes] | 83.5 | 21.7 | 10/20 (0.0) | 32.9 | 0.003 | 30.6 | - | - | 0/0 | -/0.0 | - | - | - / 30.6 | -
full | sportC2 | R2 |  | full_vsel_t64 | full | 64 | 1 | rg | False | 422786 | 34.03 | 27.1 (11.4) [yes] | 86.6 | 25.2 | 9/20 (0.0) | 23.7 | 0.002 | 34.0 | - | - | 0/0 | -/0.0 | - | - | - / 34.0 | -
full | sportC2 | R2 |  | full_vsel_t64_alt | full | 64 | 1 | rg | True | 422786 | 39.37 | 26.4 (11.3) [yes] | 90.2 | 30.8 | 9/19 (0.1) | 20.1 | 0.003 | 39.4 | - | - | 0/0 | -/0.0 | - | - | - / 39.4 | -
full | sportC2 | R2 |  | retfm_t8 | strat512 | 8 | 1 | rg | False | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC2 | R3 |  | full_final_t64 | full | 64 | 1 | rg | False | 422786 | 21.78 | 28.8 (11.1) [yes] | 83.5 | 11.3 | 13/24 (0.0) | 23.1 | 0.000 | 21.8 | - | - | 0/0 | -/0.0 | - | - | - / 21.8 | -
full | sportC2 | R3 |  | full_vsel_t64 | full | 64 | 1 | rg | False | 422786 | 43.57 | 25.9 (11.4) [yes] | 89.1 | 35.9 | 13/30 (0.0) | 14.0 | 0.011 | 43.6 | - | - | 0/0 | -/0.0 | - | - | - / 43.6 | -
full | sportC2 | R3 |  | full_vsel_t64_alt | full | 64 | 1 | rg | True | 422786 | 44.65 | 25.7 (9.7) [yes] | 92.9 | 36.5 | 13/27 (0.0) | 20.9 | 0.003 | 44.7 | - | - | 0/0 | -/0.0 | - | - | - / 44.7 | -
full | sportC2 | R3 |  | retfm_t8 | strat512 | 8 | 1 | rg | False | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC2 | R4 |  | full_final_t64 | full | 64 | 1 | rg | True | 422786 | 32.18 | 27.6 (13.3) [yes] | 79.9 | 24.1 | 12/29 (0.0) | 7.1 | 0.006 | 32.2 | - | - | 0/0 | -/0.0 | - | - | - / 32.2 | -
full | sportC2 | R4 |  | full_vsel_t64 | full | 64 | 1 | rg | True | 422786 | 37.12 | 27.0 (14.5) [yes] | 87.1 | 28.7 | 12/30 (0.0) | 9.4 | 0.003 | 37.1 | - | - | 0/0 | -/0.0 | - | - | - / 37.1 | -
full | sportC2 | R4 |  | full_vsel_t64_alt | full | 64 | 1 | rg | False | 422786 | 34.57 | 27.4 (14.4) [yes] | 84.7 | 26.1 | 12/30 (0.0) | 9.9 | 0.004 | 34.6 | - | - | 0/0 | -/0.0 | - | - | - / 34.6 | -
full | sportC2 | R4 |  | retfm_t8 | strat512 | 8 | 1 | rg | True | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC2 | W0 |  | full_final_t64 | full | 64 | 1 | rg | False | 422786 | 30.12 | 27.6 (11.7) [yes] | 76.3 | 22.3 | 11/27 (0.0) | 10.2 | 0.025 | 30.1 | - | - | 0/0 | -/0.0 | - | - | - / 30.1 | -
full | sportC2 | W0 |  | full_vsel_t64 | full | 64 | 1 | rg | False | 422786 | 34.63 | 27.1 (12.1) [yes] | 82.5 | 26.6 | 11/30 (0.0) | 13.9 | 0.057 | 34.6 | - | - | 0/0 | -/0.0 | - | - | - / 34.6 | -
full | sportC2 | W0 |  | full_vsel_t64_alt | full | 64 | 1 | rg | True | 422786 | 36.22 | 26.8 (11.9) [yes] | 84.4 | 28.1 | 11/29 (0.0) | 13.4 | 0.049 | 36.2 | - | - | 0/0 | -/0.0 | - | - | - / 36.2 | -
full | sportC2 | W0 |  | retfm_t8 | strat512 | 8 | 1 | rg | False | 512 | 100.00 | - (-) [no] | 100.0 | 100.0 | 0/0 (100.0) | - | 0.000 | 100.0 | - | - | 0/0 | -/- | - | - | - / 100.0 | -
full | sportC2 | X1 |  | full_final_t16 | full | 16 | 1 | trm | True | 422786 | 19.47 | 29.3 (11.5) [yes] | 65.0 | 11.8 | 2/9 (19.5) | 12.2 | 2.303 | 19.5 | - | - | 0/0 | -/0.0 | - | - | - / 19.5 | -
full | sportC2 | X1 |  | full_vsel_t16 | full | 16 | 1 | trm | True | 422786 | 21.20 | 29.3 (12.6) [yes] | 64.6 | 13.9 | 2/8 (19.7) | 10.7 | 5.933 | 21.2 | - | - | 0/0 | -/0.0 | - | - | - / 21.2 | -
full | sportC2 | X1 |  | full_vsel_t16_alt | full | 16 | 1 | trm | False | 422786 | 13.90 | 30.0 (10.3) [yes] | 48.7 | 8.0 | 2/7 (19.8) | 9.5 | 5.598 | 13.9 | - | - | 0/0 | -/0.0 | - | - | - / 13.9 | -
full | sportC2 | X1 |  | full_vsel_t64 | full | 64 | 1 | trm | True | 422786 | 24.23 | 29.1 (14.1) [yes] | 66.3 | 17.1 | 2/20 (17.2) | 10.1 | 6.700 | 24.2 | - | - | 0/0 | -/0.0 | - | - | - / 24.2 | -
full | sportC2 | X2 |  | full_final_t16 | full | 16 | 1 | trm | True | 422786 | 38.91 | 26.9 (15.5) [yes] | 96.1 | 29.2 | 2/8 (6.5) | 29.2 | 0.015 | 38.9 | - | - | 0/0 | -/0.0 | - | - | - / 38.9 | -
full | sportC2 | X2 |  | full_vsel_t16 | full | 16 | 1 | trm | True | 422786 | 38.91 | 26.9 (15.5) [yes] | 96.1 | 29.2 | 2/8 (6.5) | 29.2 | 0.015 | 38.9 | - | - | 0/0 | -/0.0 | - | - | - / 38.9 | -
full | sportC2 | X2 |  | full_vsel_t16_alt | full | 16 | 1 | trm | False | 422786 | 29.62 | 28.6 (16.6) [yes] | 89.1 | 19.6 | 2/8 (8.2) | 27.0 | 0.106 | 29.6 | - | - | 0/0 | -/0.0 | - | - | - / 29.6 | -
full | sportC2 | X2 |  | full_vsel_t64 | full | 64 | 1 | trm | True | 422786 | 43.74 | 26.1 (14.8) [yes] | 97.7 | 34.6 | 3/17 (5.8) | 29.7 | 0.015 | 43.7 | - | - | 0/0 | -/0.0 | - | - | - / 43.7 | -
rider |  | C3X | sel5k |  | sub5000 | 64 | 128 | rg | False | 5000 | 24.60 | 29.6 (16.5) [yes] | 89.3 | 13.8 | 7/36 (0.0) | 13.9 | 0.000 | 89.2 | 17.2 | 0.055 | 8/68 | 5.8/85.7 | 0.994 | 0.0 | 88.2 / 89.2 | 15.8
rider |  | D4 | sel5k |  | sub5000 | 64 | 128 | rg | False | 5000 | 33.02 | 27.3 (11.9) [yes] | 93.0 | 23.0 | 9/18 (0.0) | 25.7 | 0.000 | 80.5 | 21.4 | 0.031 | 5/80 | 3.9/70.9 | 0.916 | 12.4 | 58.4 / 80.5 | 20.4
scan | finalA | A0 |  |  | scan20k | 64 | 128 | trm | True | 20000 | 94.47 | 2.3 (35.2) [no] | 99.9 | 93.5 | 1/11 (21.5) | 32.1 | 0.025 | 99.8 | 58.5 | 0.625 | 0/0 | 21.8/95.6 | 0.601 | 38.0 | 53.6 / 99.8 | -
scan | finalA | A1 |  |  | scan20k | 64 | 128 | trm | True | 20000 | 94.03 | 5.8 (30.5) [no] | 100.0 | 93.0 | 1/12 (24.1) | 31.5 | 0.025 | 99.9 | 53.3 | 0.562 | 0/0 | 21.8/97.7 | 0.497 | 52.4 | 38.2 / 99.9 | -
scan | finalA | A2 |  |  | scan20k | 64 | 128 | trm | True | 20000 | 92.07 | 10.4 (26.1) [no] | 100.0 | 90.7 | 1/10 (13.9) | 31.0 | 0.000 | 98.3 | 92.0 | 1.000 | 0/0 | 26.7/78.8 | 0.999 | 0.0 | 98.3 / 98.3 | -
scan | sportBr2b | C3X |  |  | scan20k | 64 | 128 | rg | None | 20000 | 24.61 | 29.5 (15.9) [yes] | 89.8 | 13.6 | 7/32 (0.0) | 13.6 | 0.000 | 88.9 | - | - | 8/69 | -/85.3 | - | - | - / 88.9 | -
scan | sportBr2b | D4 |  |  | scan20k | 64 | 128 | rg | None | 20000 | 33.28 | 27.2 (11.8) [yes] | 93.5 | 23.1 | 9/16 (0.0) | 25.6 | 0.000 | 81.3 | - | - | 4/77 | -/71.9 | - | - | - / 81.3 | -
scan | sportC0 | P1 |  |  | scan20k | 64 | 128 | rg | None | 20000 | 19.53 | 28.6 (9.3) [yes] | 50.1 | 14.3 | 9/24 (0.0) | 8.1 | 0.105 | 36.5 | 0.4 | 0.008 | 0/88 | 0.3/21.1 | 0.950 | 7.1 | 20.3 / 36.5 | -
scan | sportC0 | P2 |  |  | scan20k | 64 | 128 | rg | None | 20000 | 34.66 | 27.0 (11.3) [yes] | 80.4 | 26.9 | 9/25 (0.0) | 18.9 | 0.060 | 49.2 | 34.5 | 0.984 | 0/16 | 3.9/22.2 | 0.996 | 0.2 | 48.9 / 49.2 | -
scan | sportC0 | P2s1 |  |  | scan20k | 64 | 128 | rg | None | 20000 | 35.88 | 26.8 (11.2) [yes] | 87.1 | 27.2 | 9/25 (0.0) | 23.6 | 0.010 | 43.9 | 35.6 | 1.000 | 0/5 | 2.4/12.4 | 0.987 | 1.5 | 43.7 / 43.9 | -
scan | sportC0 | P3 |  |  | scan20k | 64 | 128 | rg | None | 20000 | 27.27 | 27.6 (9.7) [yes] | 91.3 | 16.4 | 11/20 (0.0) | 27.1 | 0.005 | 30.0 | 27.0 | 1.000 | 0/0 | 0.6/3.7 | 0.955 | 3.9 | 29.7 / 30.0 | -
scan | sportC0 | P3s1 |  |  | scan20k | 64 | 128 | rg | None | 20000 | 38.59 | 26.4 (10.9) [yes] | 87.8 | 30.2 | 9/22 (0.0) | 29.0 | 0.045 | 52.9 | 38.5 | 0.992 | 0/12 | 4.2/23.2 | 0.994 | 0.1 | 52.5 / 52.9 | -
scan | sportC0 | P5 |  |  | scan20k | 64 | 128 | rg | None | 20000 | 34.99 | 27.1 (12.4) [yes] | 78.3 | 27.7 | 9/25 (0.0) | 10.4 | 0.055 | 46.4 | 34.9 | 1.000 | 0/10 | 3.3/17.6 | 0.995 | 0.2 | 46.1 / 46.4 | -
scan | sportC1 | A0 |  |  | scan20k | 64 | 128 | rg | False | 20000 | 40.03 | 26.3 (11.5) [yes] | 86.8 | 32.1 | 9/22 (0.0) | 22.8 | 0.010 | 52.3 | 39.9 | 1.000 | 0/9 | 3.8/20.4 | 0.997 | 0.1 | 52.1 / 52.3 | -
scan | sportC1 | A1 |  |  | scan20k | 64 | 128 | rg | False | 20000 | 22.63 | 28.8 (11.9) [yes] | 91.4 | 11.0 | 11/27 (0.0) | 31.5 | 0.005 | 24.4 | 22.7 | 1.000 | 0/0 | 0.5/2.3 | 0.724 | 37.5 | 24.2 / 24.4 | -
scan | sportC1 | B0 |  |  | scan20k | 64 | 128 | rg | False | 20000 | 25.62 | 27.8 (9.8) [yes] | 63.2 | 19.3 | 9/21 (0.0) | 38.1 | 0.000 | 50.5 | 25.8 | 0.484 | 0/49 | 4.8/33.4 | 0.999 | 0.0 | 49.7 / 50.5 | -
scan | sportC1 | B0 | vselA20k |  | scan20k | 64 | 128 | rg | False | 20000 | 42.76 | 26.1 (12.6) [yes] | 89.2 | 34.9 | 10/24 (0.0) | 12.7 | 0.000 | 53.0 | 42.8 | 1.000 | 0/6 | 3.3/17.8 | 0.997 | 0.0 | 52.8 / 53.0 | -
scan | sportC1 | B1 |  |  | scan20k | 64 | 128 | rg | False | 20000 | 24.64 | 28.0 (9.8) [yes] | 59.2 | 18.8 | 9/21 (0.0) | 49.9 | 0.660 | 47.0 | 24.8 | 0.531 | 0/41 | 4.3/29.7 | 0.997 | 0.3 | 45.9 / 47.0 | -
scan | sportC1 | B1 | vselA20k |  | scan20k | 64 | 128 | rg | False | 20000 | 42.45 | 26.1 (12.0) [yes] | 88.6 | 34.6 | 10/23 (0.0) | 11.6 | 0.010 | 52.8 | 42.3 | 1.000 | 0/6 | 3.6/18.0 | 0.998 | 0.0 | 52.7 / 52.8 | -
scan | sportC1 | R0 |  |  | scan20k | 64 | 128 | rg | True | 20000 | 37.09 | 27.1 (14.8) [yes] | 90.6 | 28.0 | 12/31 (0.0) | 12.9 | 0.000 | 50.8 | 36.8 | 0.984 | 0/12 | 4.1/21.8 | 0.994 | 0.0 | 50.2 / 50.8 | -
scan | sportC1 | X0 |  |  | scan20k | 64 | 128 | trm | True | 20000 | 92.86 | 10.9 (24.0) [no] | 100.0 | 91.7 | 1/11 (22.4) | 33.6 | 0.010 | 99.7 | 92.1 | 0.992 | 0/0 | 29.9/95.9 | 0.925 | 7.8 | 92.5 / 99.7 | -
scan | sportC2 | R1 |  |  | scan20k | 64 | 128 | rg | False | 20000 | 37.34 | 26.6 (11.2) [yes] | 95.4 | 27.5 | 15/36 (0.0) | 22.8 | 0.000 | 43.8 | 37.1 | 1.000 | 0/2 | 2.2/10.3 | 0.622 | 35.8 | 43.0 / 43.8 | -
scan | sportC2 | R2 |  |  | scan20k | 64 | 128 | rg | False | 20000 | 33.45 | 27.0 (10.5) [yes] | 85.5 | 24.6 | 9/20 (0.1) | 23.6 | 0.000 | 42.7 | 32.2 | 0.992 | 0/8 | 2.4/13.9 | 0.977 | 0.7 | 41.5 / 42.7 | -
scan | sportC2 | R3 |  |  | scan20k | 64 | 128 | rg | False | 20000 | 43.36 | 25.9 (11.3) [yes] | 89.9 | 35.5 | 13/30 (0.0) | 14.1 | 0.010 | 51.7 | 43.1 | 1.000 | 0/4 | 2.6/14.6 | 0.986 | 0.0 | 51.0 / 51.7 | -
