== EVAL ARTIFACTS on disk: 694 ==
kind | arm | sub | n | t | k | subset | cell | ema | init | recs | ckpt
full | psportBB5 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportB_B5/ckpt_latest.pkl
full | psportBB5 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportB_B5/ckpt_latest.pkl
full | psportBB5 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B5/ckpt_latest.pkl
full | psportBB5 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B5/ckpt_latest.pkl
full | psportBB5 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsportB_B5/ckpt_latest.pkl
full | psportBB5 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportB_B5/ckpt_latest.pkl
full | psportBr2C1 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsportBr2_C1/ckpt_latest.pkl
full | psportBr2C1 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2_C1/ckpt_latest.pkl
full | psportBr2C1 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2_C1/ckpt_latest.pkl
full | psportBr2C1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2_C1/ckpt_latest.pkl
full | psportBr2C1 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2_C1/ckpt_latest.pkl
full | psportBr2C1 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2_C1/ckpt_latest.pkl
full | psportBr2C1 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2_C1/ckpt_latest.pkl
full | psportBr2C1 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2_C1/ckpt_latest.pkl
full | psportBr2C1s1 | full_t6 | 422786 | 6 | 0 | - | rg | - | void | True | runs/pretrainsportBr2_C1s1/ckpt_latest.pkl
full | psportBr2C1s1 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2_C1s1/ckpt_latest.pkl
full | psportBr2C1s1 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2_C1s1/ckpt_latest.pkl
full | psportBr2C1s1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2_C1s1/ckpt_latest.pkl
full | psportBr2C1s1 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2_C1s1/ckpt_latest.pkl
full | psportBr2C1s1 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2_C1s1/ckpt_latest.pkl
full | psportBr2C1s1 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2_C1s1/ckpt_latest.pkl
full | psportBr2C1s1 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2_C1s1/ckpt_latest.pkl
full | psportBr2C2 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2_C2/ckpt_latest.pkl
full | psportBr2C2 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2_C2/ckpt_latest.pkl
full | psportBr2C2 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2_C2/ckpt_latest.pkl
full | psportBr2C2 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2_C2/ckpt_latest.pkl
full | psportBr2C2 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2_C2/ckpt_latest.pkl
full | psportBr2C2 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2_C2/ckpt_latest.pkl
full | psportBr2C2 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2_C2/ckpt_latest.pkl
full | psportBr2C3 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2_C3/ckpt_latest.pkl
full | psportBr2C3 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2_C3/ckpt_latest.pkl
full | psportBr2C3 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2_C3/ckpt_latest.pkl
full | psportBr2C3 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2_C3/ckpt_latest.pkl
full | psportBr2C3 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2_C3/ckpt_latest.pkl
full | psportBr2C3 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2_C3/ckpt_latest.pkl
full | psportBr2C3 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2_C3/ckpt_latest.pkl
full | psportBr2C4 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2_C4/ckpt_latest.pkl
full | psportBr2C4 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2_C4/ckpt_latest.pkl
full | psportBr2C4 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2_C4/ckpt_latest.pkl
full | psportBr2C4 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2_C4/ckpt_latest.pkl
full | psportBr2C4 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2_C4/ckpt_latest.pkl
full | psportBr2C4 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2_C4/ckpt_latest.pkl
full | psportBr2C4 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2_C4/ckpt_latest.pkl
full | psportBr2bC3X | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2b_C3X/ckpt_latest.pkl
full | psportBr2bC3X | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2b_C3X/ckpt_latest.pkl
full | psportBr2bC3X | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2b_C3X/ckpt_latest.pkl
full | psportBr2bC3X | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2b_C3X/ckpt_latest.pkl
full | psportBr2bC3X | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2b_C3X/ckpt_latest.pkl
full | psportBr2bC3X | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2b_C3X/ckpt_latest.pkl
full | psportBr2bC3X | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2b_C3X/ckpt_latest.pkl
full | psportBr2bD1 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2b_D1/ckpt_latest.pkl
full | psportBr2bD1 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2b_D1/ckpt_latest.pkl
full | psportBr2bD1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2b_D1/ckpt_latest.pkl
full | psportBr2bD1 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2b_D1/ckpt_latest.pkl
full | psportBr2bD1 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2b_D1/ckpt_latest.pkl
full | psportBr2bD1 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2b_D1/ckpt_latest.pkl
full | psportBr2bD1 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2b_D1/ckpt_latest.pkl
full | psportBr2bD2 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2b_D2/ckpt_latest.pkl
full | psportBr2bD2 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2b_D2/ckpt_latest.pkl
full | psportBr2bD2 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2b_D2/ckpt_latest.pkl
full | psportBr2bD2 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2b_D2/ckpt_latest.pkl
full | psportBr2bD2 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2b_D2/ckpt_latest.pkl
full | psportBr2bD2 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2b_D2/ckpt_latest.pkl
full | psportBr2bD2 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2b_D2/ckpt_latest.pkl
full | psportBr2bD3 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2b_D3/ckpt_latest.pkl
full | psportBr2bD3 | full_t64_valbest | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2b_D3/ckpt_040000.pkl
full | psportBr2bD3 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2b_D3/ckpt_latest.pkl
full | psportBr2bD3 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2b_D3/ckpt_latest.pkl
full | psportBr2bD3 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2b_D3/ckpt_latest.pkl
full | psportBr2bD3 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2b_D3/ckpt_latest.pkl
full | psportBr2bD3 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2b_D3/ckpt_latest.pkl
full | psportBr2bD3 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2b_D3/ckpt_latest.pkl
full | psportBr2bD4 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2b_D4/ckpt_latest.pkl
full | psportBr2bD4 | ret_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2b_D4/ckpt_latest.pkl
full | psportBr2bD4 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportBr2b_D4/ckpt_latest.pkl
full | psportBr2bD4 | strat_t256 | 512 | 256 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2b_D4/ckpt_latest.pkl
full | psportBr2bD4 | strat_t6 | 512 | 6 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2b_D4/ckpt_latest.pkl
full | psportBr2bD4 | strat_t64 | 512 | 64 | 16 | 512 | rg | - | void | True | runs/pretrainsportBr2b_D4/ckpt_latest.pkl
full | psportBr2bD4 | val_t64 | 64 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportBr2b_D4/ckpt_latest.pkl
full | psportC0P1 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportC0_P1/ckpt_latest.pkl
full | psportC0P1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportC0_P1/ckpt_020000.pkl
full | psportC0P2 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportC0_P2/ckpt_latest.pkl
full | psportC0P2 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportC0_P2/ckpt_030000.pkl
full | psportC0P2s1 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportC0_P2s1/ckpt_latest.pkl
full | psportC0P2s1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportC0_P2s1/ckpt_020000.pkl
full | psportC0P3 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportC0_P3/ckpt_latest.pkl
full | psportC0P3 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportC0_P3/ckpt_010000.pkl
full | psportC0P3s1 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportC0_P3s1/ckpt_latest.pkl
full | psportC0P3s1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportC0_P3s1/ckpt_010000.pkl
full | psportC0P5 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportC0_P5/ckpt_latest.pkl
full | psportC0P5 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportC0_P5/ckpt_020000.pkl
full | psportC0P6 | full_t64 | 422786 | 64 | 0 | - | rg | - | void | True | runs/pretrainsportC0_P6/ckpt_latest.pkl
full | psportC0P6 | retfm_t8 | 512 | 8 | 0 | 512 | rg | - | solution | True | runs/pretrainsportC0_P6/ckpt_010000.pkl
full | psportC1A0 | full_final_t64 | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC1_A0/ckpt_latest.pkl
full | psportC1A0 | full_vsel_t64 | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC1_A0/ckpt_030000.pkl
full | psportC1A0 | full_vsel_t64_alt | 422786 | 64 | 0 | - | rg | True | void | True | runs/pretrainsportC1_A0/ckpt_030000.pkl
full | psportC1A0 | retfm_t8 | 512 | 8 | 0 | 512 | rg | False | solution | True | runs/pretrainsportC1_A0/ckpt_030000.pkl
full | psportC1A1 | full_final_t64 | 422786 | 64 | 0 | - | rg | False | void | False | runs/pretrainsportC1_A1/ckpt_latest.pkl
full | psportC1A1 | full_vsel_t64 | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC1_A1/ckpt_latest.pkl
full | psportC1A1 | full_vsel_t64_alt | 422786 | 64 | 0 | - | rg | True | void | True | runs/pretrainsportC1_A1/ckpt_latest.pkl
full | psportC1A1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | False | solution | True | runs/pretrainsportC1_A1/ckpt_latest.pkl
full | psportC1B0 | full_final_t64 | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC1_B0/ckpt_latest.pkl
full | psportC1B0 | full_vselA20k_t64_ema | 422786 | 64 | 0 | - | rg | True | void | True | runs/pretrainsportC1_B0a/ckpt_020000.pkl
full | psportC1B0 | full_vsel_t64 | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC1_B0a/ckpt_020000.pkl
full | psportC1B0 | full_vsel_t64_alt | 422786 | 64 | 0 | - | rg | True | void | True | runs/pretrainsportC1_B0/ckpt_020000.pkl
full | psportC1B0 | retfm_t8 | 512 | 8 | 0 | 512 | rg | False | solution | True | runs/pretrainsportC1_B0a/ckpt_020000.pkl
full | psportC1B1 | full_final_t64 | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC1_B1/ckpt_latest.pkl
full | psportC1B1 | full_vsel_t64 | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC1_B1a/ckpt_020000.pkl
full | psportC1B1 | full_vsel_t64_alt | 422786 | 64 | 0 | - | rg | True | void | True | runs/pretrainsportC1_B1a/ckpt_020000.pkl
full | psportC1B1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | False | solution | True | runs/pretrainsportC1_B1a/ckpt_020000.pkl
full | psportC1R0 | full_final_t64 | 422786 | 64 | 0 | - | rg | True | void | True | runs/pretrainsportC1_R0/ckpt_latest.pkl
full | psportC1R0 | full_vsel_t64 | 422786 | 64 | 0 | - | rg | True | void | True | runs/pretrainsportC1_R0/ckpt_050000.pkl
full | psportC1R0 | full_vsel_t64_alt | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC1_R0/ckpt_050000.pkl
full | psportC1R0 | retfm_t8 | 512 | 8 | 0 | 512 | rg | True | solution | True | runs/pretrainsportC1_R0/ckpt_050000.pkl
full | psportC1X0 | full_final_t16 | 422786 | 16 | 0 | - | trm | True | void | True | runs/pretrainsportC1_X0/ckpt_latest.pkl
full | psportC1X0 | full_vsel_t16 | 422786 | 16 | 0 | - | trm | True | void | True | runs/pretrainsportC1_X0/ckpt_050000.pkl
full | psportC1X0 | full_vsel_t16_alt | 422786 | 16 | 0 | - | trm | False | void | True | runs/pretrainsportC1_X0/ckpt_050000.pkl
full | psportC1X0 | full_vsel_t64 | 422786 | 64 | 0 | - | trm | True | void | True | runs/pretrainsportC1_X0/ckpt_050000.pkl
full | psportC1X0n | full_final_t16 | 422786 | 16 | 0 | - | trm | True | void | True | runs/pretrainsportC1_X0n/ckpt_latest.pkl
full | psportC1X0n | full_vsel_t16 | 422786 | 16 | 0 | - | trm | True | void | True | runs/pretrainsportC1_X0n/ckpt_030000.pkl
full | psportC1X0n | full_vsel_t16_alt | 422786 | 16 | 0 | - | trm | False | void | True | runs/pretrainsportC1_X0n/ckpt_030000.pkl
full | psportC1X0n | full_vsel_t64 | 422786 | 64 | 0 | - | trm | True | void | True | runs/pretrainsportC1_X0n/ckpt_030000.pkl
full | psportC2R1 | full_final_t64 | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC2_R1/ckpt_latest.pkl
full | psportC2R1 | full_vsel_t64 | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC2_R1/ckpt_010000.pkl
full | psportC2R1 | full_vsel_t64_alt | 422786 | 64 | 0 | - | rg | True | void | True | runs/pretrainsportC2_R1/ckpt_010000.pkl
full | psportC2R1 | retfm_t8 | 512 | 8 | 0 | 512 | rg | False | solution | True | runs/pretrainsportC2_R1/ckpt_010000.pkl
full | psportC2R2 | full_final_t64 | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC2_R2/ckpt_latest.pkl
full | psportC2R2 | full_vsel_t64 | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC2_R2a/ckpt_040000.pkl
full | psportC2R2 | full_vsel_t64_alt | 422786 | 64 | 0 | - | rg | True | void | True | runs/pretrainsportC2_R2a/ckpt_040000.pkl
full | psportC2R2 | retfm_t8 | 512 | 8 | 0 | 512 | rg | False | solution | True | runs/pretrainsportC2_R2a/ckpt_040000.pkl
full | psportC2R3 | full_final_t64 | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC2_R3/ckpt_latest.pkl
full | psportC2R3 | full_vsel_t64 | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC2_R3a/ckpt_040000.pkl
full | psportC2R3 | full_vsel_t64_alt | 422786 | 64 | 0 | - | rg | True | void | True | runs/pretrainsportC2_R3a/ckpt_040000.pkl
full | psportC2R3 | retfm_t8 | 512 | 8 | 0 | 512 | rg | False | solution | True | runs/pretrainsportC2_R3a/ckpt_040000.pkl
full | psportC2R4 | full_final_t64 | 422786 | 64 | 0 | - | rg | True | void | True | runs/pretrainsportC2_R4/ckpt_latest.pkl
full | psportC2R4 | full_vsel_t64 | 422786 | 64 | 0 | - | rg | True | void | True | runs/pretrainsportC2_R4/ckpt_020000.pkl
full | psportC2R4 | full_vsel_t64_alt | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC2_R4/ckpt_020000.pkl
full | psportC2R4 | retfm_t8 | 512 | 8 | 0 | 512 | rg | True | solution | True | runs/pretrainsportC2_R4/ckpt_020000.pkl
full | psportC2W0 | full_final_t64 | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC2_W0/ckpt_latest.pkl
full | psportC2W0 | full_vsel_t64 | 422786 | 64 | 0 | - | rg | False | void | True | runs/pretrainsportC2_W0a/ckpt_050000.pkl
full | psportC2W0 | full_vsel_t64_alt | 422786 | 64 | 0 | - | rg | True | void | True | runs/pretrainsportC2_W0a/ckpt_050000.pkl
full | psportC2W0 | retfm_t8 | 512 | 8 | 0 | 512 | rg | False | solution | True | runs/pretrainsportC2_W0a/ckpt_050000.pkl
full | psportC2X1 | full_final_t16 | 422786 | 16 | 0 | - | trm | True | void | True | runs/pretrainsportC2_X1/ckpt_latest.pkl
full | psportC2X1 | full_vsel_t16 | 422786 | 16 | 0 | - | trm | True | void | True | runs/pretrainsportC2_X1/ckpt_020000.pkl
full | psportC2X1 | full_vsel_t16_alt | 422786 | 16 | 0 | - | trm | False | void | True | runs/pretrainsportC2_X1/ckpt_020000.pkl
full | psportC2X1 | full_vsel_t64 | 422786 | 64 | 0 | - | trm | True | void | True | runs/pretrainsportC2_X1/ckpt_020000.pkl
full | psportC2X2 | full_final_t16 | 422786 | 16 | 0 | - | trm | True | void | True | runs/pretrainsportC2_X2/ckpt_latest.pkl
full | psportC2X2 | full_vsel_t16 | 422786 | 16 | 0 | - | trm | True | void | True | runs/pretrainsportC2_X2/ckpt_050000.pkl
full | psportC2X2 | full_vsel_t16_alt | 422786 | 16 | 0 | - | trm | False | void | True | runs/pretrainsportC2_X2/ckpt_050000.pkl
full | psportC2X2 | full_vsel_t64 | 422786 | 64 | 0 | - | trm | True | void | True | runs/pretrainsportC2_X2/ckpt_050000.pkl
rider | C3X_sel5k |  | 5000 | 64 | 128 | 5000 | rg | False | void | True | runs/pretrainsportBr2b_C3X/ckpt_latest.pkl
rider | D4_sel5k |  | 5000 | 64 | 128 | 5000 | rg | False | void | True | runs/pretrainsportBr2b_D4/ckpt_latest.pkl
scan | pfinalAA0 |  | 20000 | 64 | 128 | 20000 | trm | True | void | True | runs/pretrainfinalA_A0/ckpt_040000.pkl
scan | pfinalAA1 |  | 20000 | 64 | 128 | 20000 | trm | True | void | True | runs/pretrainfinalA_A1/ckpt_042000.pkl
scan | pfinalAA2 |  | 20000 | 64 | 128 | 20000 | trm | True | void | True | runs/pretrainfinalA_A2/ckpt_048000.pkl
scan | psportBr2bC3X |  | 20000 | 64 | 128 | 20000 | rg | - | void | True | runs/pretrainsportBr2b_C3X/ckpt_latest.pkl
scan | psportBr2bD4 |  | 20000 | 64 | 128 | 20000 | rg | - | void | True | runs/pretrainsportBr2b_D4/ckpt_latest.pkl
scan | psportC0P1 |  | 20000 | 64 | 128 | 20000 | rg | - | void | True | runs/pretrainsportC0_P1/ckpt_latest.pkl
scan | psportC0P2 |  | 20000 | 64 | 128 | 20000 | rg | - | void | True | runs/pretrainsportC0_P2/ckpt_030000.pkl
scan | psportC0P2s1 |  | 20000 | 64 | 128 | 20000 | rg | - | void | True | runs/pretrainsportC0_P2s1/ckpt_020000.pkl
scan | psportC0P3 |  | 20000 | 64 | 128 | 20000 | rg | - | void | True | runs/pretrainsportC0_P3/ckpt_010000.pkl
scan | psportC0P3s1 |  | 20000 | 64 | 128 | 20000 | rg | - | void | True | runs/pretrainsportC0_P3s1/ckpt_010000.pkl
scan | psportC0P5 |  | 20000 | 64 | 128 | 20000 | rg | - | void | True | runs/pretrainsportC0_P5/ckpt_020000.pkl
scan | psportC1A0 |  | 20000 | 64 | 128 | 20000 | rg | False | void | True | runs/pretrainsportC1_A0/ckpt_030000.pkl
scan | psportC1A1 |  | 20000 | 64 | 128 | 20000 | rg | False | void | True | runs/pretrainsportC1_A1/ckpt_latest.pkl
scan | psportC1B0 |  | 20000 | 64 | 128 | 20000 | rg | False | void | True | runs/pretrainsportC1_B0/ckpt_020000.pkl
scan | psportC1B0_vselA20k |  | 20000 | 64 | 128 | 20000 | rg | False | void | True | runs/pretrainsportC1_B0a/ckpt_020000.pkl
scan | psportC1B1 |  | 20000 | 64 | 128 | 20000 | rg | False | void | True | runs/pretrainsportC1_B1/ckpt_030000.pkl
scan | psportC1B1_vselA20k |  | 20000 | 64 | 128 | 20000 | rg | False | void | True | runs/pretrainsportC1_B1a/ckpt_020000.pkl
scan | psportC1R0 |  | 20000 | 64 | 128 | 20000 | rg | True | void | True | runs/pretrainsportC1_R0/ckpt_050000.pkl
scan | psportC1X0 |  | 20000 | 64 | 128 | 20000 | trm | True | void | True | runs/pretrainsportC1_X0/ckpt_050000.pkl
scan | psportC2R1 |  | 20000 | 64 | 128 | 20000 | rg | False | void | True | runs/pretrainsportC2_R1/ckpt_010000.pkl
scan | psportC2R2 |  | 20000 | 64 | 128 | 20000 | rg | False | void | True | runs/pretrainsportC2_R2a/ckpt_040000.pkl
scan | psportC2R3 |  | 20000 | 64 | 128 | 20000 | rg | False | void | True | runs/pretrainsportC2_R3a/ckpt_040000.pkl
scan | psportC2R4 |  | 20000 | 64 | 128 | 20000 | rg | True | void | True | runs/pretrainsportC2_R4/ckpt_020000.pkl
scan | psportC2W0 |  | 20000 | 64 | 128 | 20000 | rg | False | void | True | runs/pretrainsportC2_W0a/ckpt_050000.pkl
scan | psportC2X1 |  | 20000 | 64 | 128 | 20000 | trm | True | void | True | runs/pretrainsportC2_X1/ckpt_020000.pkl
scan | psportC2X2 |  | 20000 | 64 | 128 | 20000 | trm | True | void | True | runs/pretrainsportC2_X2/ckpt_050000.pkl
screen | pfinalAA0_vb |  | 512 | 16 | 256 | 512 | trm | True | void | True | runs/pretrainfinalA_A0/ckpt_040000.pkl
screen | pfinalAA1_vb |  | 512 | 16 | 256 | 512 | trm | True | void | True | runs/pretrainfinalA_A1/ckpt_042000.pkl
screen | pfinalAA2_vb |  | 512 | 16 | 256 | 512 | trm | True | void | True | runs/pretrainfinalA_A2/ckpt_048000.pkl
screen | pfinalAA3_vb |  | 512 | 16 | 256 | 512 | dec | True | void | True | runs/pretrainfinalA_A3/ckpt_042000.pkl
screen | pfinalAA4_vb |  | 512 | 16 | 256 | 512 | dec | True | void | True | runs/pretrainfinalA_A4/ckpt_010000.pkl
screen | pfinalAA5_vb |  | 512 | 16 | 256 | 512 | dec | True | void | True | runs/pretrainfinalA_A5/ckpt_028000.pkl
screen | pfinalAA7_vb |  | 512 | 16 | 256 | 512 | dec | True | void | True | runs/pretrainfinalA_A7/ckpt_022000.pkl
screen | pfinalAA8_vb |  | 512 | 16 | 256 | 512 | dec | True | void | True | runs/pretrainfinalA_A8/ckpt_012000.pkl
screen | psportBB1_mid |  | 512 | 64 | 256 | 512 | rg | - | void | True | runs/pretrainsportB_B1/ckpt_020000.pkl
screen | psportBB1_vb |  | 512 | 64 | 256 | 512 | rg | - | void | True | runs/pretrainsportB_B1/ckpt_045000.pkl
screen | psportBB2_mid |  | 512 | 64 | 256 | 512 | rg | - | void | True | runs/pretrainsportB_B2/ckpt_025000.pkl
screen | psportBB2_vb |  | 512 | 64 | 256 | 512 | rg | - | void | True | runs/pretrainsportB_B2/ckpt_latest.pkl
screen | psportBB3_mid |  | 512 | 64 | 256 | 512 | rg | - | void | True | runs/pretrainsportB_B3/ckpt_025000.pkl
screen | psportBB3_vb |  | 512 | 64 | 256 | 512 | rg | - | void | True | runs/pretrainsportB_B3/ckpt_latest.pkl
screen | psportBB4_vb |  | 512 | 64 | 256 | 512 | rg | - | void | True | runs/pretrainsportB_B4/ckpt_005000.pkl
screen | psportBB4s1_mid |  | 512 | 64 | 256 | 512 | rg | - | void | True | runs/pretrainsportB_B4s1/ckpt_010000.pkl
screen | psportBB4s1_vb |  | 512 | 64 | 256 | 512 | rg | - | void | True | runs/pretrainsportB_B4s1/ckpt_latest.pkl
screen | psportBB5_mid |  | 512 | 64 | 256 | 512 | rg | - | void | True | runs/pretrainsportB_B5/ckpt_010000.pkl
screen | psportBB5_vb |  | 512 | 64 | 256 | 512 | rg | - | void | True | runs/pretrainsportB_B5/ckpt_latest.pkl
